"DISTRICT","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANNUAL","JAN.FEB","MAM","JJAS","OND","Apple_Whole year","Arcanut (Processed)_Whole year","Arecanut_Kharif","Arecanut_Rabi","Arecanut_Whole year","Arhar_Kharif","Arhar_Rabi","Arhar_Whole year","Ash Gourd_Whole year","Atcanut (Raw)_Whole year","Bajra_Kharif","Bajra_Rabi","Bajra_Summer","Bajra_Whole year","Banana_Autumn","Banana_Kharif","Banana_Rabi","Banana_Summer","Banana_Whole year","Banana_Winter","Barley_Kharif","Barley_Rabi","Beans & Mutter(Vegetable)_Whole year","Beet Root_Whole year","Ber_Whole year","Bhindi_Whole year","Bitter Gourd_Whole year","Black pepper_Kharif","Black pepper_Rabi","Black pepper_Whole year","Bottle Gourd_Whole year","Brinjal_Whole year","Cabbage_Whole year","Cardamom_Kharif","Cardamom_Whole year","Carrot_Whole year","Cashewnut_Kharif","Cashewnut_Whole year","Cashewnut Processed_Whole year","Cashewnut Raw_Whole year","Castor seed_Kharif","Castor seed_Rabi","Castor seed_Whole year","Cauliflower_Whole year","Citrus Fruit_Whole year","Coconut ('000 Nuts)_Kharif","Coconut ('000 Nuts)_Rabi","Coconut ('000 Nuts)_Whole year","Coffee_Whole year","Cond-spcs other_Kharif","Cond-spcs other_Rabi","Coriander_Kharif","Coriander_Rabi","Coriander_Whole year","Cotton(lint)_Autumn","Cotton(lint)_Kharif","Cotton(lint)_Rabi","Cotton(lint)_Whole year","Cotton(lint)_Winter","Cucumber_Whole year","Drum Stick_Whole year","Dry chillies_Autumn","Dry chillies_Kharif","Dry chillies_Rabi","Dry chillies_Summer","Dry chillies_Whole year","Dry chillies_Winter","Dry ginger_Autumn","Dry ginger_Kharif","Dry ginger_Rabi","Dry ginger_Summer","Dry ginger_Whole year","Dry ginger_Winter","Garlic_Kharif","Garlic_Rabi","Garlic_Whole year","Gram_Kharif","Gram_Rabi","Gram_Whole year","Grapes_Whole year","Groundnut_Autumn","Groundnut_Kharif","Groundnut_Rabi","Groundnut_Summer","Groundnut_Whole year","Groundnut_Winter","Guar seed_Kharif","Guar seed_Whole year","Horse-gram_Kharif","Horse-gram_Rabi","Horse-gram_Summer","Horse-gram_Whole year","Horse-gram_Winter","Jack Fruit_Whole year","Jowar_Kharif","Jowar_Rabi","Jowar_Summer","Jowar_Whole year","Jute_Autumn","Jute_Kharif","Jute_Rabi","Jute_Summer","Jute & mesta_Kharif","Jute & mesta_Whole year","Kapas_Kharif","Khesari_Kharif","Khesari_Rabi","Korra_Kharif","Korra_Rabi","Lab-Lab_Whole year","Linseed_Kharif","Linseed_Rabi","Litchi_Whole year","Maize_Autumn","Maize_Kharif","Maize_Rabi","Maize_Summer","Maize_Whole year","Maize_Winter","Mango_Whole year","Masoor_Kharif","Masoor_Rabi","Mesta_Kharif","Mesta_Whole year","Moong_Autumn","Moong_Kharif","Moong_Rabi","Moong_Summer","Moong_Whole year","Moong_Winter","Moth_Kharif","Moth_Whole year","Niger seed_Kharif","Niger seed_Rabi","Niger seed_Whole year","Niger seed_Winter","Oilseeds total_Kharif","Oilseeds total_Whole year","Onion_Autumn","Onion_Kharif","Onion_Rabi","Onion_Summer","Onion_Whole year","Onion_Winter","Orange_Whole year","Other  Rabi pulses_Rabi","Other  Rabi pulses_Whole year","Other Cereals & Millets_Kharif","Other Cereals & Millets_Rabi","Other Cereals & Millets_Whole year","Other Citrus Fruit_Whole year","Other Dry Fruit_Whole year","other fibres_Whole year","Other Fresh Fruits_Whole year","Other Kharif pulses_Kharif","Other Kharif pulses_Rabi","other misc. pulses_Kharif","other misc. pulses_Rabi","other oilseeds_Kharif","other oilseeds_Rabi","other oilseeds_Whole year","Other Vegetables_Whole year","Papaya_Whole year","Peach_Whole year","Pear_Whole year","Peas  (vegetable)_Whole year","Peas & beans (Pulses)_Autumn","Peas & beans (Pulses)_Kharif","Peas & beans (Pulses)_Rabi","Peas & beans (Pulses)_Summer","Peas & beans (Pulses)_Whole year","Peas & beans (Pulses)_Winter","Pineapple_Whole year","Plums_Whole year","Pome Fruit_Whole year","Pome Granet_Whole year","Potato_Autumn","Potato_Kharif","Potato_Rabi","Potato_Summer","Potato_Whole year","Potato_Winter","Pulses total_Kharif","Pulses total_Rabi","Pulses total_Whole year","Pump Kin_Whole year","Ragi_Autumn","Ragi_Kharif","Ragi_Rabi","Ragi_Summer","Ragi_Whole year","Ragi_Winter","Rapeseed &Mustard_Kharif","Rapeseed &Mustard_Rabi","Rapeseed &Mustard_Whole year","Rapeseed &Mustard_Winter","Redish_Whole year","Ribed Guard_Whole year","Rice_Autumn","Rice_Kharif","Rice_Rabi","Rice_Summer","Rice_Whole year","Rice_Winter","Rubber_Whole year","Safflower_Kharif","Safflower_Rabi","Samai_Kharif","Samai_Rabi","Sannhamp_Kharif","Sannhamp_Whole year","Sesamum_Autumn","Sesamum_Kharif","Sesamum_Rabi","Sesamum_Summer","Sesamum_Whole year","Sesamum_Winter","Small millets_Kharif","Small millets_Rabi","Small millets_Whole year","Snak Guard_Whole year","Soyabean_Autumn","Soyabean_Kharif","Soyabean_Rabi","Soyabean_Winter","Sugarcane_Autumn","Sugarcane_Kharif","Sugarcane_Rabi","Sugarcane_Summer","Sugarcane_Whole year","Sugarcane_Winter","Sunflower_Kharif","Sunflower_Rabi","Sunflower_Summer","Sunflower_Whole year","Sweet potato_Autumn","Sweet potato_Kharif","Sweet potato_Rabi","Sweet potato_Whole year","Sweet potato_Winter","Tapioca_Autumn","Tapioca_Kharif","Tapioca_Rabi","Tapioca_Whole year","Tea_Kharif","Tea_Whole year","Tobacco_Kharif","Tobacco_Rabi","Tobacco_Summer","Tobacco_Whole year","Tomato_Whole year","Total foodgrain_Kharif","Turmeric_Autumn","Turmeric_Kharif","Turmeric_Rabi","Turmeric_Summer","Turmeric_Whole year","Turmeric_Winter","Turnip_Whole year","Urad_Autumn","Urad_Kharif","Urad_Rabi","Urad_Summer","Urad_Whole year","Urad_Winter","Varagu_Kharif","Varagu_Rabi","Water Melon_Whole year","Wheat_Rabi","Wheat_Summer","Wheat_Winter","Yam_Whole year"
"CHURU",6.2,7.4,6.3,4.9,16.4,37.7,126.6,101.7,47.7,9.9,2.4,2.4,369.6,13.6,27.6,313.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415887.909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3473.27272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,233.222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,NA,163045.454545455,NA,NA,NA,12597.9090909091,NA,NA,NA,NA,NA,393869.8,NA,NA,NA,NA,NA,NA,20.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.25,NA,NA,1,NA,NA,NA,NA,NA,NA,1.66666666666667,NA,NA,NA,32677.1818181818,NA,NA,NA,NA,232723.909090909,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5,797.7,NA,NA,NA,NA,50.6666666666667,4471,122,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21382.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1157.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,11,16245,NA,NA,NA
"COIMBATORE",8.1,12.2,17.2,53.4,79.7,32.9,47.2,40.6,69.1,151.9,129.6,47.4,689.3,20.3,150.3,189.8,328.9,NA,NA,NA,NA,1619,747.625,NA,370.25,117,NA,443.75,NA,NA,315.25,NA,NA,NA,NA,7894.4,NA,NA,NA,2,277.5,NA,364.5,207.5,NA,NA,128.428571428571,9,587,5,NA,736.333333333333,NA,NA,172,NA,NA,851.333333333333,NA,164.8,57,57.5,NA,NA,96008.625,NA,NA,NA,NA,NA,941.727272727273,NA,8498.42857142857,NA,1956.75,NA,40,52.5,NA,NA,NA,NA,1399.72727272727,NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,4125.28571428571,3261.25,366.5,NA,23639.875,NA,NA,11511.25,NA,NA,11939,5864.57142857143,NA,NA,2992.25,NA,13.5,84911.375,NA,NA,55266.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,NA,181.5,NA,NA,NA,NA,20454.1428571429,NA,NA,13388.25,NA,3820.5,NA,NA,NA,NA,NA,5311.25,NA,NA,2780.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2376.6,NA,15,NA,NA,NA,NA,NA,187.5,NA,NA,353.5,14676.5,NA,NA,NA,NA,NA,NA,474,183.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,44.5,NA,NA,NA,NA,NA,NA,43420,NA,NA,387,NA,259.875,NA,NA,80,NA,NA,6,1,NA,13.5,79,NA,10180.375,NA,NA,4522.5,NA,NA,NA,NA,24,134,NA,3,NA,1008.125,NA,NA,933.25,NA,2320.5,NA,9,96.5,NA,NA,NA,NA,NA,NA,NA,NA,8600.33333333333,NA,264.625,NA,NA,182.25,NA,NA,NA,1.5,NA,NA,NA,NA,884.5,NA,NA,NA,NA,NA,384.666666666667,4397.5,167323,NA,NA,NA,NA,2223.18181818182,NA,NA,NA,3425.875,NA,NA,1618.5,NA,1,NA,26.5,11.6,NA,NA,5
"CUDDALORE",27.9,16.2,14.6,17,50.1,47.3,75.1,129.2,131.5,220.2,295.3,182.3,1206.7,44.1,81.7,383.1,697.8,NA,NA,NA,NA,1.2,1461.75,NA,108.75,7.5,NA,5594.875,NA,NA,1722.25,NA,NA,NA,NA,3926.8,NA,NA,NA,NA,NA,NA,74,57.5,NA,NA,NA,1,273,NA,NA,NA,NA,NA,27837.2222222222,NA,NA,191,NA,91.8,NA,60,NA,NA,2606.25,NA,NA,NA,NA,NA,2661.18181818182,NA,1644.14285714286,NA,3378,NA,16,64,NA,NA,NA,NA,109.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,5,NA,NA,NA,30952.75,NA,NA,14670,NA,NA,38500,174.714285714286,NA,NA,4.75,NA,528,2562,NA,NA,855.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,30.5,NA,NA,NA,NA,1992.42857142857,NA,NA,10710,NA,567,NA,NA,NA,NA,NA,3225.5,NA,NA,2327.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,174.5,NA,NA,NA,NA,NA,NA,135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,NA,NA,NA,NA,NA,2,NA,61861,NA,NA,6,NA,651.5,NA,NA,130.75,NA,NA,NA,NA,NA,5.5,3.5,NA,113400.75,NA,NA,106893,NA,NA,NA,NA,NA,NA,NA,29,NA,6223.375,NA,NA,3628.5,NA,2807,NA,2170.5,176.5,NA,NA,NA,NA,NA,NA,NA,NA,35508.1666666667,NA,408.571428571429,NA,NA,318.25,NA,NA,NA,277.625,NA,NA,NA,NA,4393.6,NA,NA,NA,NA,NA,3.66666666666667,9,205799,NA,NA,NA,NA,98.5454545454545,NA,NA,NA,37029,NA,NA,41710,NA,2850.33333333333,NA,10,NA,NA,NA,NA
"CUTTACK",14.7,26.9,28.9,43.2,74.3,227.2,338,352.3,245,124.5,40.2,4.5,1519.7,41.6,146.4,1162.5,169.2,NA,NA,NA,NA,NA,1097.5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.2,23.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121.16666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3149,NA,NA,515.166666666667,NA,NA,NA,NA,NA,NA,767,NA,410.666666666667,NA,NA,254.333333333333,2589,NA,3175.5,NA,201.666666666667,NA,NA,4163.42857142857,NA,89.3333333333333,NA,3507.16666666667,NA,12.5,NA,NA,NA,1135.8,1276.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.333333333333,NA,12.6666666666667,29.5714285714286,NA,11.5,NA,11.5,NA,NA,NA,526.666666666667,NA,1.33333333333333,23400.4285714286,NA,27909.3333333333,NA,1383.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1463.16666666667,NA,NA,841.2,NA,NA,NA,NA,NA,NA,NA,NA,790,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173.57142857143,1286.66666666667,NA,NA,NA,NA,34.8333333333333,64.4285714285714,NA,NA,NA,7,NA,142.428571428571,NA,167,NA,NA,12115.8333333333,150922.857142857,NA,5191.66666666667,NA,126920.666666667,NA,NA,10,NA,NA,NA,NA,1,403.857142857143,NA,346.166666666667,NA,125.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023.125,1870.6,NA,142.6,NA,NA,NA,NA,NA,609.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,NA,NA,62,15525.1428571429,NA,1467.5,NA,15196,NA,NA,NA,68.25,79,NA,NA
"DAMOH",20.2,16.5,10.9,5.6,5.3,121.6,360.3,399.1,190,32.6,9.2,9.3,1180.6,36.7,21.8,1071,51.1,NA,NA,NA,NA,NA,2993.33333333333,NA,NA,NA,NA,53.5555555555556,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,NA,NA,79.2222222222222,20,NA,NA,127,NA,NA,NA,NA,NA,667,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,4,NA,NA,NA,NA,NA,NA,NA,NA,320.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.2,NA,NA,69.6666666666667,NA,NA,NA,NA,NA,NA,96.125,NA,146074.222222222,NA,NA,NA,801.111111111111,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5363.66666666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,6657.44444444444,NA,NA,2095.66666666667,NA,NA,NA,NA,NA,NA,16478.3333333333,NA,NA,NA,499,NA,NA,NA,NA,NA,NA,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,566.444444444444,NA,NA,28519.8,NA,NA,NA,NA,NA,NA,NA,105,12792.2,NA,NA,1,NA,NA,NA,231,11,NA,NA,NA,NA,NA,7078.66666666667,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,635.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.333333333333,NA,NA,NA,NA,NA,53730.1111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.4,NA,1878.85714285714,NA,NA,1704.5,NA,954.166666666667,NA,254,NA,NA,56983.6666666667,NA,NA,NA,NA,NA,NA,54.8888888888889,NA,24.25,NA,NA,NA,NA,NA,NA,159.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.5,NA,NA,NA,NA,NA,7.14285714285714,NA,NA,NA,15771.8,25.25,NA,NA,NA,NA,NA,5,72837,NA,NA,NA
"DANGS",1.5,1,1.4,3.4,12.5,258.6,749.8,588.6,364.7,66,13.1,2.4,2063,2.5,17.3,1961.7,81.5,NA,NA,NA,NA,NA,3615.38461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,750,NA,NA,NA,3984.61538461538,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4930.76923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618.18181818182,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,100,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,300,NA,NA,983.333333333333,NA,4233.33333333333,NA,NA,NA,NA,NA,NA,1012.5,NA,NA,NA,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10241.6666666667,NA,NA,10400,NA,NA,NA,NA,NA,NA,NA,NA,14738.4615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5650,NA,NA,NA,NA,3200,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,NA,NA,NA,NA,NA,NA,466.666666666667,NA,NA,NA
"DANTEWADA",2.6,0.8,4.5,14.7,21.9,180.5,407.9,381,208.7,93.2,10.8,1.3,1327.9,3.4,41.1,1178.1,105.3,NA,NA,NA,NA,NA,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2459,NA,NA,NA,NA,NA,NA,NA,NA,8286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,618,NA,NA,NA,NA,NA,2879,NA,NA,NA,NA,NA,205776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,2,NA,9,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARBHANGA",16,9.5,12.3,21.3,59.9,156.7,296.5,285.1,186.3,66.7,8.6,4.7,1123.6,25.5,93.5,924.6,80,NA,NA,NA,NA,NA,518.272727272727,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,118.777777777778,NA,NA,157.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6666666666667,NA,615.272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.4285714285714,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1731.1,NA,NA,NA,NA,676.636363636364,NA,1639.75,1508.28571428571,6833.45454545455,2563.09090909091,NA,NA,NA,NA,3145.4,26.4,NA,NA,506,11763,7676.42857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.7,NA,NA,2775.28571428571,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,NA,NA,NA,NA,NA,NA,NA,NA,285,1635,NA,2902.33333333333,NA,NA,NA,NA,NA,NA,1527.1,NA,NA,2115,NA,NA,1999.72727272727,NA,NA,NA,NA,36776.7777777778,13099.6666666667,NA,3426.63636363636,NA,67341.75,NA,NA,4,NA,NA,NA,2,NA,18.5714285714286,2,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.9,NA,253.5,17,NA,NA,NA,NA,8,125.888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8571428571429,NA,NA,NA,NA,NA,NA,6.16666666666667,NA,NA,NA,82.7777777777778,NA,NA,NA,NA,NA,NA,NA,67474.5454545455,NA,NA,NA
"DARJEELING",48.3,33.8,57.7,130.5,262.3,534.7,756.9,645.9,502.8,118.9,16.8,9.9,3118.5,82.1,450.5,2440.3,145.6,NA,NA,NA,NA,264.222222222222,9,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186.73425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.3,NA,NA,1866.3,NA,NA,NA,NA,46,NA,NA,NA,23,NA,NA,1,2.75,103.571428571429,12.2,34,NA,NA,NA,NA,2.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,2648,NA,NA,NA,NA,NA,NA,16.8571428571429,NA,NA,NA,NA,87.4545454545455,NA,15381.5,14481.1111111111,73.3333333333333,335,NA,NA,NA,NA,19.8571428571429,1,NA,NA,37.5555555555556,22.7,161.727272727273,NA,NA,NA,NA,46.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623.363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,5170,2430,6540.4,NA,NA,NA,NA,NA,11275,11461.6666666667,NA,NA,NA,NA,NA,129.363636363636,NA,NA,NA,NA,4796.18181818182,NA,NA,1202.63636363636,NA,28153.5454545455,NA,NA,5,NA,NA,NA,NA,15.6666666666667,NA,NA,102,211.25,13,243.4,518,NA,NA,NA,489.8,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,244.818181818182,159.090909090909,NA,NA,NA,NA,NA,NA,2527.90909090909,NA,NA,NA
"DARRANG",13.1,21.4,53.5,168.8,320,419.7,345.8,272.1,221.5,95.4,17.2,9.3,1957.8,34.5,542.3,1259.1,121.9,NA,NA,NA,1746,4111,354.818181818182,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,1545.5,NA,1438.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6666666666667,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,3.5,NA,NA,NA,NA,NA,774.363636363636,NA,NA,NA,NA,NA,NA,NA,15.8333333333333,NA,NA,NA,NA,NA,NA,NA,639.333333333333,NA,1201.6,NA,NA,NA,396,NA,336,NA,NA,NA,NA,NA,146.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6514.92307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.923076923077,NA,NA,780.727272727273,277,NA,NA,NA,NA,NA,845.2,558.923076923077,NA,NA,NA,569.555555555556,NA,NA,NA,NA,NA,434.888888888889,298.5,230,NA,NA,NA,NA,NA,285,NA,483.909090909091,NA,386.5,4743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,NA,NA,NA,NA,364.5,NA,NA,NA,NA,NA,1286.2,NA,NA,NA,562.5,NA,NA,NA,NA,NA,5113.33333333333,NA,6512.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19391.6923076923,NA,NA,NA,NA,47207.3846153846,NA,NA,13167.9230769231,NA,65396,NA,NA,NA,NA,NA,NA,NA,NA,823.777777777778,665.666666666667,NA,1045,NA,195.6,NA,NA,NA,NA,NA,NA,NA,NA,549.666666666667,NA,NA,866.5,NA,NA,NA,NA,NA,NA,NA,189.333333333333,385.1,NA,NA,NA,NA,219.666666666667,NA,NA,3,NA,NA,23.875,NA,NA,NA,NA,547.5,NA,717.5,NA,NA,NA,NA,2988.1,NA,NA,NA,NA,NA,NA,3666.46153846154,NA,NA,NA
"DATIA",9.1,8.5,5,3.4,6.6,62.2,246,293,174.6,39.8,4.1,7.9,860.2,17.6,15,775.8,51.8,NA,NA,NA,NA,NA,2922.88888888889,NA,NA,NA,NA,1047.77777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3870.55555555556,NA,NA,NA,9,NA,NA,NA,NA,NA,324,3,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,14,3,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.2,NA,NA,13.6666666666667,NA,NA,NA,NA,NA,NA,10.5,NA,46532.4444444444,NA,NA,NA,7608.44444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4331.88888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.888888888889,NA,NA,1067.55555555556,NA,NA,NA,NA,4,NA,5181.33333333333,NA,NA,NA,2335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5555555555556,NA,NA,29309.8,NA,NA,NA,NA,NA,NA,NA,NA,15071.2,NA,NA,2970,NA,NA,NA,80,4.5,NA,NA,NA,NA,NA,18219.3333333333,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,157.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8658.11111111111,NA,NA,NA,NA,NA,1853.55555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,32,NA,4269.71428571429,NA,NA,34861.5,NA,7.33333333333333,NA,NA,NA,NA,918.111111111111,NA,NA,NA,NA,NA,NA,3247.33333333333,NA,1,NA,NA,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,NA,NA,NA,NA,NA,2.5,NA,NA,NA,11568.4,NA,NA,NA,NA,NA,NA,NA,76938,NA,NA,NA
